ratings,reviews
1,수분감 전혀 없고요 별로네요
1,처음엔 점 완화되는 듯도 했으나 근본적인 변화가 없네요 이 정도 가격일 이유가 없는 듯
1,본드 지속력이 좀 없어서 이틀에 한 번씩 붙이고 있어요 이러다가 제 속눈썹도 다 뽑힐 듯 ㅜㅜ
1,배송이 많이 늦었지 먼 제품은 언제나 좋아요 ㅎ
1,중간중간에 몇몇 음들이 세게 안 눌려도 너무 강하게 나와요 시끄러워서 곡 치다가 집중이 안 돼요 박스도 갖다 버렸고 교환이나 환불하기도 귀찮고 싼 맛에 가끔 치려고요
1,잘 인식되는 하드도 이걸로 하면 하나도 인식 안됨 윈도가 구식인 것도 아니고 반품하기 귀찮아서 그냥 평점만 남김
1,좋긴 한데 너무 밝아서
1,텐션감이 좋고 원단이 부드럽긴 한데 엉덩이 부분에 세로로 박음질된 부분 때문에 타이트한 옷 입으면 안에 뭐 입은 게 티 나요 뽕도 부자연스러워요 환불하기 귀찮아서 그냥 뽕 버리고 속바지식으로 입어야겠네요 비추입니다
1,너무 손상이 심해서 입소문 듣고 구매했어요 몇 번 사용 안 했는데도 조금 좋아진 것 같아요 한 달 정도 사용하면 좋아질 것 같네요
1,월일 주문하여 물품 파손 교환까지 월일 받음 전화 통화 안 되고 고객 관리 점
1,너무 좋아요 아이가 좋아하네요
1,말라야 이쁠 듯 사이즈 작음
1,체중계 기준 눈금이 체중을 잴 때마다 움직입니다ᄏᄏᄏ버리려고요
1,별로요 오배송됨 옷도 얇고 후물
1,배송 문제로 제품이 새는 상태로 왔는데 다시 보내주신다고 해놓고 한 달이 되어도 안보내주시네욬ㅋㅋㅋ ㅋ 따지기도 귀찮고 그냥 새는 거 닦고 사용하고 있습니다 ㅋㅋㅋ
1,스트레칭하는 게 더 좋은 거 같음 특별히 교 정 효과 가 있는 거 같지 않음
1,고정이 안되는데요 힘이 없어서 탭이 계속 떨어져요
1,한 달이 넘어서 왔네요 ㅋㅋ
1,범퍼케이스는 사이즈 딱 맞고 싼 가격에 쓰기 좋은데 일반 케이스는 카메라 위치도 안 맞고 최악입니다 그대로 버렸습니다
1,털이 다 빠져 있는 제품이 왔습니다
1,다 녹아서 왔네요 주말 끼어있을 때는 배송 신경 써주셔야죠 금요일에 보낸 게 다음 주 월요일에 오다니ㅠㅠ
1,왜 판매용에 올려진 사진 제품이란 다른게 온 건지 잘 모르겠네요 사각형 모양이 달라서 제가 쓰던 것과 다릅니다 후기 사진 보니 저랑 같이 판매용 사진이랑 다른 거 받으신 분들 많네요 담부턴 사던 데서 사야겠습니다
1,핑크 안 옴 스트라이프 저기서 젤 예쁘지도 않은데 재질도 면 아닌 플라스틱 까끌까끌 포장지 끈 재질 황당쓰 반품 환불 귀찮아서 안 함
1,맛이 식당에서 먹던 산고 우랑은 다릅니다 원래 이런 건지 냄새도 안 좋고요 식감도 별로고 쪼그라든 고추가 많네요 두봉 샀는데 한봉은 도저히 못 먹겠기에 버리던가 하려고요
1,지난번에 시켰던 제품이랑 많이 달라요 어머니께서 이상하다 하셨지만 같은 곳에서 시킨 거라 별생각 없었는데 제가 먹어봐도 많이 달라요 그전 제품은 딴딴하고 신맛이 덜했는데 이번 건 흐물흐물하고 신맛이 강해요
1,사이스 맞지도 않는 거 보내고 몇 번의 교환 구멍 나고 본드 자국 마감 개판 싫으면 반품하라는 식 내 돈 내고 구매하고도 기분 더러움
1,쿠션감 없고 까칠해서 아픔 타 회사에선 주는 발 매트 사은품 안줌
1,인터넷쇼핑 중에 최악 손으로 한대 쳤더니 구부러지네요 진짜 조금 더 금액을 생각하고 튼튼하게 만드셔야 할거 같아요
1,사용이 불편합니다 리필 시 간단히 할 수 있는 방법 필요
1,키로 남자 아기 일부로 젤 큰 거시 켰는데 엉덩이 덜 가려져요 그리고 많이 움직이면 엉덩이 한쪽으로 몰려요 너무 별로예요
1,재구매 저렴한 줄 알았는데 계산해보니 타제품보다 비싼 거였네요 박스 질도 뭐 좋은지도 모르겠고요
1,잘 받아써요 잘인ㅇ신게ㅛ
1,멍멍이한테 준지 분도 안돼서 다 망가져서 버렸어요 돈 낭비 시간 낭비
1,별 한 개도 안 돼요 입었더니 입은 몸 주변에 검은색 잉크가 다 묻고 세탁 후 입어도 검은색이 몸에 묻어요 미친 거 아니에요
1,시들어 있는 꽃이 와서 재사용 의심됩니다 최고급 만 원짜리 구매했는데 상갓집 방문 후 엄청 민망했습니다 관리 잘 하시기 바랍니다
1,를 잡아주는 나사 개가 없는 상태로 배송돼 연락을 하고 나사를 보내주신다고 했는데 안 보내시네요 다시 반품하고 싶었으나 상품이 커서 다시 포장하고 택배 부르고 기다리는 시간도 그래서 임시로 다른 나사 부착했네요
1,재구매 일처리 최악이다 전화를 안 받노
1,못쓰는 물건이에요 개 사서 다 버렸어요
1,제품에 잔흠집이 너무 많네요ㅜ
1,우리 댕댕이는 관심이 없어하네요 잘 쓸 줄일 고 구매했는데 아예 근처에도 가기 싫어해요ㅜ
1,구성비 좋아요 잘 사용할게요 교환 중이라 받고 다시 업데이트하겠습니다
1,제가 향수만 대 때부터 썼는데 이렇게 향 약한 건 처음입니다 좀 실망했어요
1,배송 번만에 제대로 받음 근데 구멍은 왜 하나 남나요 하
1,그냥저냥이에요 다른 곳에서 구매한 것과 기능 차이 도 없음요
1,신선하게 힘줄 많고 질김
1,재구매 같은 사이즈 두 번째 시켰는데 크기가 작아서 못 입겠네요
1,아니 평소 입고 바스트도 있는데 커요 그리고 너무 얇아서 아무런 보온 효과 없어요 취소하려다 귀찮아서 그냥 입지만 다른 곳에서 남자친구 사준 패딩 조끼가 더 저렴하고 빵빵해요 털 조끼가 더 따듯할 듯
1,끈이 끊어져요
1,급해서 어쩔 수 없어 그냥 썼는데요 마감 엉망이라 손 다칠만큼 날카롭고 요 한쪽 구겨져서 왔네요 또 장갑은 보풀이 계속 떨어집니다 바지에 가루 보이시나요 가격 대비 이윤 정말 많이 남기시겠어요 제품 질이 이리 떨어지나요
1,구매해서 주일 정도 사용하다가 오늘 보니 마리 잡혀 있네요 모기와 하루살이는 방 안에서 여전히 활보 중입니다 모기가 많은 들판에 설치하면 모를까 집안에서 사용하기는 아닌 거 같네요 만 원만 날렸습니다
1,나무 사이즈 조립도 안 맞아 들뜨고 나사 넣는 구멍 사이즈가 달라 나사도 안 들어가고 어떻게 조립하라는 건지 구매 확정은 했지만 맞는 나사를 보내주시던지 구멍이 맞는 나무를 보내 주시던지 해야 하지 않을까요 난감합니다
1,정말 이렇게 신선하지 않은 캐슈너트는 첨이에요
1,재구매 두 번 구입했는데 모두 실패 ㅠㅠ 그냥 쓰고 있어요
1,착용감은 만족스러웠지만 분도 안돼서 신발 다시 신을 때 잡는 뒤쪽 끈이 끊어져서 아쉬웠네요 그래도 사용에 지장은 없어서 이후로도 잘 쓰고 있습니다
1,진짜 아무리 미끼 상품이라지만 다 새서 와가지고 냄새 진동하고 손에 다 묻고 진심 왜 샀나 싶네요 헤어팩 개 에센스가 토닉 개 샀는데 트리트먼트 매일 해서 사용량이 많아 정착템 찾으려고 주문해봤는데 여기서 안 살 거 같아요 짜증 나서
1,한 올 한 올 때서 하는 거라 초보자들한텐 너무 어렵네요를 살 걸 그랬나 봐요
1,다 깨져서 왔어요 오래 걸렸는데 기분이 좋지는 않네요
1,저반사필름 쓰는데 펜촉이 인식이 잘 안되고 뚝뚝 끊겨요 보통 이렇게 리뷰 쓰면 판매자분이 필름에 따라 다르다고 댓글 다시던데 ㅋ 쨌든 별로예요 이거 사지 말고 그냥 케미 꽂이 사세요 진짜
1,속옷이 지퍼팩에 왔는데 하나가 각 잡는다고 종이에 테이프 고정시켰는데 더워서 그런가 테이프가 눌어붙었습니다 그리고 여러 장중 세탁하고 입었는데 마감 처리가 덜 된 거 같은데 아니면 이게 트렌드인가요
1,한 달도 안 돼서 발열 난다고 무선 충전 자동 차단되고 너무 불편하네요 차단되면 무선 충전이 안된답니다
1,아기 헤어밴드인데 너무 크고 너무 잘 늘어나요 제가 껴야겠어요 천 원짜리 수준인데 너무 비싼 거 같아요 두 개나 샀는데 돈 아까워요
1,을 주문했는데 한참 모자라네요 주문 제작이라더니 일처리를 그딴 식으로 합니까 이미 달아서 다시 떼기가 귀찮아 그냥 씁니다 ㅡㅡ 다시 구매할 일은 절대 없겠네요 덕분에 ㅋ
1,이렇게 맛없는 비트는 처음 먹어봅니다 하나 까서 반품도 못하고 짜증 나네요
1,가격 비해 별로고 선전할 때는 두 켤레인데 하나밖에 없네요 효과도 없고 중국인데 선전할 때 한쪽이라고 정확한 전달이 아쉽네요
1,급하게 필요해서 다음날 바로 배송이라서 주문했는데 주일 만에 받았어요ᅳ ㅡ
1,딱히 좋은 줄 모르겠네요
1,한번 쓸 때 한통 다 써야해요ㅠㅠ 계속 떨어져서ㅠㅠ
1,색상도 대시보드랑 차이 나고 별로예요
1,그저 그런 맛 고무 씹는 맛
1,생각보다 효과적이지도 않네요 돈 낭비했네요
1,닫는 부분 고장 난 거 왔어요 정확하겐 부러져서 안 닫혀요 교환 귀찮아서 그냥 씁니다 비추 ㅋㅋ
1,이 역시 변색 됩니다ㅠㅠ
1,재구매 예전만 하지 않아서 아쉽네요
1,손으로 밀어서 될 그런 간격이 아님 ㅋㅋ 진짜 너무하네
1,발 아파서 뒤짐 해외여행 가서 신발 다른 걸로 다시 삼
1,엄마 선물했는데 머라 하시네요 대저토마토가 아니라 방울토마토라고 선물용이었는데 기분이 좀 그래요 양심껏 장사하라고 전달해달라고하시네요ㅠㅠ
1,상품 파손 배송으로 힘들게 다시 상품 받아보네요
1,배송기간이 아쉽네요 금요일에 주문해서 수요일에 오다니
1,포장상태 보고 놀라고 초미세 부분 보고 놀랐네요 구성비도 논할 수 없습니다 다에서 천원 이천 원짜리가 나을듯합니다 저는 비추
1,별로 안 따듯하다는데요
1,여름 생각하고 주문했는데 배송도 늦고 원단도 너무 더워요 ㅠㅠ
1,포장을 진짜 개떡같이 해줍니다 박스 바깥에 상품이 그대로 튀어나오게 해줬더라고요 덕분에 손잡이 개 갈려서 도착했습니다
1,놈 맛입니다 노마
1,벌레 하나도 못 잡음
1,생각보다 뻣뻣하고 착용감이 좋지가 않네요 ㅜㅜ
1,픽업 못했는데 환불 안되네요 어떤 점 때문에 안되는지 모르겠지만 좀 그래요 쓰지도 못한 걸 돈을 내다니
1,이것 남자 꺼 맞나요 거기 길이가 너무 꽉 껴서 닿고 뒤로는 먹은 것 같은 기분 여자 꺼 같아요
1,그레이 시켰는데 소라색 또는 멘트 색이 옵ㄴ다 후기도 나와 있습니다 모니터에 따라 다르다는데 그게 아니라 정말 다름 캐시미어 로 기대 빼뚤 싼 맛ㅇ 그냥 합니다
1,무슨 맛인지도 모르겠고 암튼 죄다 버렸네요
1,튼튼하고 다 좋은데 사진에처럼 무늬도 아닌 것이 라이터로 태운 것처럼 시커먼 부위가 한 군데도 아니고 여기저기 있어요ㅠㅠ 하필 눈에 잘 띄는 곳이 젤 심하고요ᅲᅲ 배송이 너무 오래 걸려서 교환 안 하고 씁니다ㅠㅠ
1,재구매 의사 프로 없어요 ㅡㅡ
1,쓰기 엄청 불편하네요
1,테두리를 화이트로 구매했는데 너무 싸구려 티 나서 못 쓰고 반품하는 것도 그래서 구석에 놓고 있어요 너무 아쉬운 제품입니다
1,엄청 얇아요 그래도 잘 붙어있어요 잘 울고 신경 써서 붙여야 해요 그래도 저렴하니 자주 갈으면 좋을 것 같아요
1,책상에 흠집이 너무 많이 나있네요 기본적으로 관리가 어떻게 되는 건지 생산할 때 흠집이 생긴 건지 택배 중 흠집이 생긴 건지 모르겠지만 신경 안 쓰고 쓰려고 해도 너무 선명하게 흠집이 나있습니다 정말 실망이네요
1,부품 하나가 불량이네요ㅡㅡ반품받기 귀찮아서 테이프로 칭칭 감고 쓰는 중이에요
1,너무 달고 짜고 닭고기 인지 뭔지 모르게 작아서 식감도 없고 별로예요
1,뻣뻣해서 먹기 불편해요 동네보다 싸다고 큰 용량 구입한 거 마니 후회했네요
1,인덕션 위에 올렸는데 전자기 소리가 찌져지듯이 나서 놀랐습니다 새 인덕션 고장 날까 봐 사용 안 합니다
1,주문하고 기다리는데 너무 오랜 시간이 걸리는 것 같습니다
1,감자에 문제가 있어 못 먹게 되었는데 직원분이 전화해서 친절히 먼저 환불해주셨네요 적은 금액이지만 사후 처리를 불협화음 없이 친절하게 잘 처리해주셨습니다
1,한번 붙이면 절대 안 떨어지긴 합니다
1,재구매 제품 없으며 없다고 표시 좀 해주세요 ㅡㅡ
1,효과가 없어요 효과가 없어요 효과가 없어요 효과가 없어요 효과가 없어요 효과가 없어요
1,일 주문했는데 일 수령했네요 제품보단 택배회사 때문에
1,투명 노랑 핑크 시켰는데 핑크 안 오고 투명으로만 왔음 교환 귀찮아서 그냥 쓰는데 짜증 남 그리고 무슨 개씩 다 따로 상자에 배송시킴세 상자 와서 깜짝 놀람 쓰레기 많아지게 뭐 하는 짓인지
1,얇고 간단하나 옷에 옷걸이 자국이 남아요
1,먼지 날림 엄청 심하고 옷 처음 받았을 때부터 구멍 난 거 보고 황당했습니다
1,이불 넣고 들자마자 한쪽 손잡이 찢어졌어요 전에 작아 쓰던 거보다 많이 약한듯하고 안에 비닐이 박스보다 작아서 이불을 압축하면 공간이 있어요
1,마음대로 박스에서 꺼내서 보내주네요
1,털어 잘 안 잡히고 안 뽑혀요
1,는 개뿔 도 제대로 안 터져요 네이버 한번 들어가려면 분 걸림
1,김 서림이 생각보다 심하더라고요
1,배송이 너무 늦었어요 마감 처리가 좀 허접해요ㅠ
1,원 큰돈이 아니긴 하나 다 찌그러져왔는데 기분이 참 별로네요 예전 같았으면 악착같이 교환받았겠지만 급하게 써야 돼서 씁니다
1,의자 제품 자체는 마음에 들어요 하지만 배송이 일주일 걸렸어요 재고 없다고 해서 이케아 광명점 들어가 봤는데 재고 많던데 후기 보니 배송 선입선출이 아닌 복불복으로 보내주는 것 같네요
1,아무리 붙여도 리프팅이 힘드네요 한 통은 연습용으로 써야 사용 가능할듯싶어요
1,곰팡이가 피어있어 정말 불쾌하네요 남은 거 다 버리겠습니다
1,김이 오래돼서 전 내로 고 해야 하나요 그런 좋지 않은 맛이 나네요 재구매 안 할 거 같아요
